Tweet_count,Username,Text,Created At,Retweets,Likes,Category
29,Trends DMK,we strongly condemn the fascist bjpled union govts delimitations it unfairly favours northern states that support the bjp amp harms tamil nadus representation this is against the principles of fair political representation for wellperformed states,Tue Feb 25 11:37:12 +0000 2025,81,79,BJP Tamil Nadu
30,Thoothukudi S.Joel,delimitation based on population a convenient excuse by bjp to undermine tamil nadus voice in parliament we wont be silenced,Tue Feb 25 10:17:33 +0000 2025,153,193,BJP Tamil Nadu
31,News18 Tamil Nadu,மத்திய அரசு வேலை வாங்கித் தருவதாக ஆசை வார்த்தை கூறி பல கோடி ரூபாய் மோசடியில் ஈடுபட்ட பாஜக நிர்வாகி ஜெயராம்,Wed Feb 19 06:36:27 +0000 2025,256,478,BJP Tamil Nadu
32,DMK NRI Wing,yet another day yet another fake news from this serial liar this edited image is nothing but a desperate attempt to spread misinformation and stoke tensions you might get away with peddling lies elsewhere but tamil nadu is not your playground bjp it cells false,Thu Feb 27 16:37:17 +0000 2025,179,575,BJP Tamil Nadu
33,BJP Tamilnadu,முதல்வர் திரு னின் நேரடிக் கட்டுப்பாட்டில் இயங்கும் காவல்துறையினர் மீது கொடும் குற்றவாளிகளுக்கு கடுகளவு கூட பயமில்லை என்பதன் வெளிப்பாடே இது,Thu Feb 27 10:49:46 +0000 2025,139,295,BJP Tamil Nadu
34,BJP Tamilnadu,உங்கள் அரசுக்கு திராவிட மாடல் அரசு என்ற பெயரை விட ஸ்டிக்கர் மாடல் என்ற பெயரே பொருத்தமாக இருக்கும்,Tue Feb 25 10:02:50 +0000 2025,178,403,BJP Tamil Nadu
35,KR,amit shahs claims are same as the gutkha that bandi sanjay chews and spits amit shah claimed telangana in 2022 amit shah claimed west bengal in 2021 amit shah claimed bjp will make huge strides in tamil nadu in 2021 amit shah also claimed that ndas doors are closed for tdp,Thu Feb 27 16:33:56 +0000 2025,6,23,BJP Tamil Nadu
36,Social Justice:சமூகநீதி,for people who do not know tamil nadu politics and who are relying on the godi media and bjp it cell bjp in tamil nadu is such a nonentity that they have made a governor resign join the party and contest a mp seat they have fielded a union mos who got elected as a,Thu Mar 21 13:26:46 +0000 2024,505,1421,BJP Tamil Nadu
37,Dr. Praveen Kumar,annamalai has successfully created a dmk vs bjp narrative a brilliant annamalai has created a dmk vs bjp narrative definitively for the first time in tamil nadu politics this will be a huge boost for bjps prospects leading into 2026 if channelized well what,Fri Feb 21 05:57:05 +0000 2025,101,356,BJP Tamil Nadu
38,Sanidhi Singh Verma,tamil nadu needs a leader a sewak சேவகர் who go to the people and has a direct attachment to the people and just can do that,Sat Feb 22 06:12:22 +0000 2025,1,6,BJP Tamil Nadu
39,Salem Dharanidharan,hindu data point on by shows tamil nadu as one performing states on outcomes desired by infact tamil nadu ranks no 1 in access to toilet for girls in these schools yet tamil nadu is denied funding up mp and bihar ruled by bjp is top 50 for less,Tue Feb 25 06:49:47 +0000 2025,102,126,BJP Tamil Nadu
40,Social Justice:சமூகநீதி,the arrogance actually bjp isnt following the constitution tamil nadu follows a strict twolanguage policy and does not implement the threelanguage formula the official languages act legally protects tamil nadu the edu minister should learn,Sat Feb 15 13:26:30 +0000 2025,412,1135,BJP Tamil Nadu
41,BJP Tamilnadu,இரு மொழி என்பது ஊரார் பிள்ளைகளுக்கு மும்மொழி என்பது தன் பிள்ளைகளுக்கு என்பதே மாடல்,Thu Feb 20 08:38:41 +0000 2025,194,378,BJP Tamil Nadu
42,IANS,tirunelveli tamil nadu bjp members staged a protest at tirunelveli junction railway station demanding action against dmk members for erasing hindi letters from the nameboard the protest created tension leading to a heated argument when the police attempted to remove the,Tue Feb 25 10:22:04 +0000 2025,0,6,BJP Tamil Nadu
43,BJP Tamilnadu,எங்கும் ஸ்டிக்கர் எதிலும் ஸ்டிக்கர் என்பதே திராவிட மாடல்,Mon Feb 24 15:10:00 +0000 2025,279,617,BJP Tamil Nadu
44,Thoothukudi S.Joel,bjps dream one nation one language one party one leader tamil nadus reply not happening in a thousand years,Thu Feb 20 08:20:23 +0000 2025,176,245,BJP Tamil Nadu
45,K Uday,tamil nadu election results will surprise you tvk can emerge rapidly in the politics of tamil nadu which degrades the aiadmk but it is interesting to watch what bjp entertainer annamalai does i think pk cant make an impact in tn politics,Wed Feb 26 11:09:16 +0000 2025,0,3,BJP Tamil Nadu
46,CH.Sekar (சி.எச்.சேகர்),bjps delimitation strategy reward states with high population growth punish those with effective policies tamil nadu deserves fair representation,Tue Feb 25 11:45:02 +0000 2025,57,60,BJP Tamil Nadu
47,News18,bjp needs to take its narrative game in a different direction and start attacking says senior fellow ipcs pulla rao analyst these issues are not going to change bjps fate in tamil nadu,Wed Feb 26 14:05:45 +0000 2025,3,8,BJP Tamil Nadu
48,Salem Dharanidharan,speaking to exposed the lies of bjp bjp tamil nadu is performing best when it comes to achieving the intended targets of the samagra shiksha programme,Sun Feb 23 10:20:45 +0000 2025,32,67,BJP Tamil Nadu
49,IndiaToday,speaking on national education policy and 3 language formula tamil nadu bjp president said there is no imposition of anything,Thu Feb 27 16:11:15 +0000 2025,75,188,BJP Tamil Nadu
50,DMK IT WING,the bjpled union govt is planning an unfair that punishes and other southern states for their success in population control and while tamil nadu loses seats strongholds in north india gain more rigging democracy in their favor this,Tue Feb 25 15:05:57 +0000 2025,139,171,BJP Tamil Nadu
51,Kumari A.Babu Vinifread,retaliating against tamil nadu for effective governance by cutting seats bjps delimitation is a direct attack on our states rights this evident politicization of democracy must be resisted at all cost,Tue Feb 25 11:14:17 +0000 2025,35,42,BJP Tamil Nadu
52,Yazhini PM (யாழினி ப மீ),bjp government and its rabid sangh parivar ecosystem speaks at length about how india needs to be united and how modi is creating new india that seeks to become developed by 2047 but what is it doing it is penalizing tamil nadu for the mere fact that we as a state have a,Thu Feb 20 17:02:13 +0000 2025,14,40,BJP Tamil Nadu
53,Shantanu,massive jolt to bjp in tamilnadu aiadmk unanimously passed a resolution in the meeting that the party is breaking all ties with the bjp and nda alliance from today bj party was thinking of breaking the congressled india alliance but they got ditched by their one important,Mon Sep 25 12:14:38 +0000 2023,269,1422,BJP Tamil Nadu
54,BJP Tamilnadu,இந்தி திணிப்பு என்ற நாடகம் தோற்றதால் தன் சட்டையை கழட்டிவிட்டு அடுத்து டீலிமிடேஷன் என்ற நாடகத்திற்கு புதிய சட்டையை மாட்டிக் கொண்டு தயாரானார் தமிழக முதல்வர்,Thu Feb 27 10:06:58 +0000 2025,620,1708,BJP Tamil Nadu
55,Dr Mohanapriya Saravanan,பாரதிய ஜனதா கட்சிதிருப்பூர் தெற்கு மாவட்டத்தில் புதிதாக அறிவிக்கப்பட்ட உடுமலை வடக்கு ஒன்றிய நிர்வாகிகள் அனைவருக்கும் பணி சிறக்க வாழ்த்துக்கள்,Fri Feb 28 00:45:35 +0000 2025,1,17,BJP Tamil Nadu
56,Garga Chatterjee,why is award winning bengali filmmaker tweeting in tamil he made 1st ever documentary against hindi imperialism amp bjp goons beat him for that his film must be shown across tamil nadu amp everywhere else,Thu Feb 27 17:50:53 +0000 2025,231,530,BJP Tamil Nadu
57,BJP Tamilnadu,விமானப் பயணிகளின் கோரிக்கைக்கு செவி மடுத்து சென்னை சர்வதேச விமான நிலையத்தில் உடான் யாத்ரீ கஃபே திட்டத்தின் கீழ் மலிவு விலை உணவகத்தை திறந்து வைத்தார் மத்திய விமானப் போக்குவரத்துத்துறை அமைச்சர் திரு அவர்கள்,Thu Feb 27 15:13:38 +0000 2025,92,223,BJP Tamil Nadu
58,IndiaToday,actorpolitician vijay slammed dmk and bjp over the hindi row calling it to be lkg ukg children fighting he also accused the two parties of misleading tamil nadu while pretending to oppose each other on social media read in detail,Wed Feb 26 08:04:40 +0000 2025,1094,3535,BJP Tamil Nadu
59,TIMES NOW,the chief minister of tamil nadu often claims that the state has faced injustice at the hands of centre however a comparison of funds disbursed under the upa and nda reveals that the injustice occurred during the upa regime union hm,Wed Feb 26 07:54:01 +0000 2025,2,5,BJP Tamil Nadu
60,Kavi,theres not a single issue that the tn bjp speaks in the intrest for people of tamil nadu or tamil every stand they take is against the state and its people from metro fund delays to hindi imposition to neet to delimitation theyre subservient age ta for selling the states,Tue Feb 25 12:28:23 +0000 2025,2,16,BJP Tamil Nadu
61,India & The World,bjps tamil nadu leader ranjana nachiyaar resigned citing concerns over tamil identity and nationalism,Thu Feb 27 04:37:02 +0000 2025,0,3,BJP Tamil Nadu
62,BJP Tamilnadu,தமிழ் தமிழ்நாடு போன்ற வார்த்தைகளெல்லாம் உங்கள் கட்சிக்கும் ஆட்சிக்கும் வெறும் அரசியல் சுயலாபத்திற்கு மட்டுமே என்பது இது போன்ற நிகழ்வுகளின் மூலம் நிரூபணமாகிக் கொண்டே இருக்கிறது,Thu Feb 27 13:27:37 +0000 2025,165,338,BJP Tamil Nadu
63,BJP,get ready for the formation of a national democratic alliance nda government in tamil nadu in 2026 we will establish an nda administration this new government will usher in a new era for tamil nadu we will put an end to nepotism in the state corruption will be,Wed Feb 26 07:42:03 +0000 2025,221,712,BJP Tamil Nadu
64,BJP Tamilnadu,ஒரே நாளில் அம்பலப்பட்டு போன கட்சியினரின் மும்மொழி எதிர்ப்பு நாடகம்,Fri Feb 21 03:44:37 +0000 2025,1423,2619,BJP Tamil Nadu
65,Amit Malviya,bjp tamilnadu has launched a campaign to oust the dmk led government the authoritarianism of one family a tainted cabinet rampant corruption disregard for law and order turning tamil nadu into a hub for drugs and illicit liquor rising debt a crumbling,Fri Feb 21 04:46:56 +0000 2025,3008,7023,BJP Tamil Nadu
66,V. Somanna,ತಮಳನಡನಲಲರವ ತಜವರ ರಲವ ನಲದಣದ ಪರವಕಷಣ ನಡಸಲಯತ ಇದ ವಳ ಪತರಕಗಷಠಯನನದದಶಸ ಮತನಡದನ conducted a review of thanjavur railway station in tamil nadu and addressed a press conference,Thu Feb 27 16:18:07 +0000 2025,3,14,BJP Tamil Nadu
67,IndiaToday,bjp mocks mk stalins urdu push in tamil nadu,Wed Feb 26 06:03:29 +0000 2025,0,9,BJP Tamil Nadu
68,CH.Sekar (சி.எச்.சேகர்),modis bjp thinks they can redraw the map to erase tamil nadus voice our history of resistance says otherwise,Tue Feb 25 10:40:20 +0000 2025,84,103,BJP Tamil Nadu
69,Organiser Weekly,big breaking bjp to announce its new party president by march 15 with assembly elections in bihar bengal up and tamil nadusome of bharats largest statescoming up in the next two years who do you think will lead bjp next,Thu Feb 27 14:16:30 +0000 2025,3,8,BJP Tamil Nadu
70,IndiaToday,dmk spokesperson a saravanan attacks bjp says they are not bothered about the state of tamil nadu we want bjp to come clean on how they are going to do this delimitation adds,Thu Feb 27 14:26:31 +0000 2025,8,25,BJP Tamil Nadu
71,Ami Bangladesh 🇧🇩🇧🇩,cm is uniting south indian states against delimitation calling it a bjp ploy to weaken the south with nadu amp set to lose parliamentary seats based on the latest population data even cm joins the fight for fair representation,Fri Feb 28 04:43:26 +0000 2025,1,3,BJP Tamil Nadu
72,Gayathri Raguramm - Say No To Drugs & DMK,dmk is strategically choosing the weaker tnbjp for a political battle as its almost a guaranteed win which is a false assumption with bjps weak presence in tamil nadu and their failure to address the states concerns they dont stand a chance in tamil nadu the bjps,Fri Feb 21 05:44:45 +0000 2025,56,139,BJP Tamil Nadu
73,Bhim Prabha Gandhi 🙏❤🇮🇳,clown is enough to damage bjp in tamil nadu 1clown says he doesnt know hindi in one interview and speaks in hindi in another,Thu Feb 20 15:22:57 +0000 2025,0,2,BJP Tamil Nadu
74,BJP Tamilnadu,தங்கள் குழந்தைகளுக்கு மும்மொழி கல்வி மற்ற குழந்தைகளுக்கு இருமொழி கல்வி என்பதே திராவிட மாடல் கொள்கையோ,Wed Feb 19 05:14:41 +0000 2025,229,595,BJP Tamil Nadu
75,BJP Tamilnadu,இந்து மக்களின் நம்பிக்கைகளை நக்கள் தொனியுடன் அணுகும் indi கூட்டணித் தலைவர்களுக்கு தக்க பதிலடி கொடுத்த நமது பாஜக தலைவர்கள்,Thu Feb 27 07:16:41 +0000 2025,151,323,BJP Tamil Nadu
76,The Random Guy,in tamil nadu about 57 acres of land of hindu farmers was recovered from the possession of waqf the hindu farmer family thanks the bjp leadership and th h raja avl for this significant achievement,Fri Feb 28 03:39:56 +0000 2025,23,141,BJP Tamil Nadu
77,BJP Tamilnadu,மாணவர்களிடையே சம வாய்ப்பை உருவாக்கி கல்வியில் சிறந்தநிலையை அடையச் செய்யவுமே தேசியக் கல்வி கொள்கை அறிமுகப் படுத்தப்பட்டுள்ளதாக மத்திய கல்வித்துறை அமைச்சர் திரு அவர்கள் தெரிவித்தார்,Tue Feb 18 06:18:15 +0000 2025,149,356,BJP Tamil Nadu
78,CH.Sekar (சி.எச்.சேகர்),bjps nep glorifies sanskrit and hindi but downplays tamil a classical language with the richest literary heritage bjp fears tamil because tamil nadu is selfsufficient and progressive we are not your colony ்கள்கல்விஎங்கள்உரிமை,Sat Feb 22 12:44:49 +0000 2025,41,56,BJP Tamil Nadu
79,TIMES NOW,tamil nadu cm mk stalin writes his fourth letter to dmk cadre questioning bjps hindi push in the state he asserts that dmk will safeguard tamil at any cost meanwhile dmk cadre holds a mega protest in chennai amp share more details,Fri Feb 28 04:55:21 +0000 2025,0,3,BJP Tamil Nadu
80,BJP Tamilnadu,திமுகவின் மூத்த தலைவர்கள் ஆதரித்த மும்மொழிக் கொள்கையை தமிழக முதல்வர் திரு அவர்கள் எதிர்ப்பது ஏன்,Tue Feb 18 05:13:19 +0000 2025,170,445,BJP Tamil Nadu
81,Yazhini PM (யாழினி ப மீ),bjp tamil nadu unit head annamalai and a bunch of individuals constantly quote aser annual status of education report as if it is a gold standard to understand the quality of education in a state it is pertinent for the minister of school education sir to,Tue Feb 18 15:27:32 +0000 2025,35,86,BJP Tamil Nadu
82,Kumari A.Babu Vinifread,dear bjp if hindi is national pride then tamil is our lifeline you think forcing hindi will make us bow keep dreaming tamil nadu fought before fights now and will fight forever mark our words,Wed Feb 26 10:44:52 +0000 2025,9,15,BJP Tamil Nadu
83,सौरभ पाल,bjp क यग सरकर म यप क 69000 शकषक भरत क कलक अब दश क नगह म कषकभरत_आरकषण_घटल,Sat Feb 22 00:43:10 +0000 2025,16,8,BJP Tamil Nadu
84,Press Trust of India,video tamil nadu actor turned politician and bjp leader ranjana nachiyaar joins actor vijays tvk party tamil nadu people see him as the next mgr he is the hope of tamil nadu she says as she participates in tvks firstyear anniversary celebrations in mamallapuram,Wed Feb 26 05:36:00 +0000 2025,2,53,BJP Tamil Nadu
85,Yazhini PM (யாழினி ப மீ),justice is getting trampled under the feet of bjp proposed delimitation based on population could lead to a massive shift in lok sabha seats 4 bimaru states up bihar mp rajasthan could hold 324 seats 36 of total while south indian states tamil nadu kerala,Tue Feb 25 09:10:30 +0000 2025,58,77,BJP Tamil Nadu
86,The Random Guy,we will give a befitting reply to dmk in the 2026 assembly elections k annamalai president bjp tamil nadu,Wed Feb 26 13:07:59 +0000 2025,5,55,BJP Tamil Nadu
87,D.Muthukrishnan,bjp supporters regularly troll tamil nadu for having high debt yes it is one area state needs to focus though the states balance sheet is strong and debt level is manageable still it needs to be brought down but i want to bring to their attention to what is happening in,Sat Feb 22 07:16:28 +0000 2025,361,1294,BJP Tamil Nadu
88,Kumari A.Babu Vinifread,bjp claims tamil nadus education system is failing reality check tamil nadu ranks no1 in gross enrollment ratio ger has the best school infrastructure in india and boasts the highest literacy rate among bjpfree states bjp fears success outside its control,Sat Feb 22 09:20:03 +0000 2025,7,15,BJP Tamil Nadu
89,Ponguleti Sudhakar Reddy(Modi Ka Parivar),addressed the media in coimbatore along with dr tamilisai soundararajan ahead of honble hm jis visit to inaugurate bjp offices in tamil nadu strongly condemned dmks politically motivated misrepresentation of the national education policy nep does not impose,Tue Feb 25 14:19:15 +0000 2025,4,28,BJP Tamil Nadu
90,Shilpa,k annamalai ex ips officer has been appointed as the new tamil nadu bjp state president,Thu Jul 08 14:00:17 +0000 2021,30,347,BJP Tamil Nadu
91,ᴛɪʀɪꜱʜᴀɴᴋᴀʀᴀᴘᴀɴᴅɪᴀɴ 𝑀𝑜𝒹𝒾𝒻𝒶𝓂𝒾𝓁𝓎,percent ji every move of tvk aligns perfectly with dmks strategydividing votes silencing criticism and targeting bjp while sparing dmk the people of tamil nadu are not blind to this script in 2026 they will ensure this political drama meets its rightful,Wed Feb 26 14:00:54 +0000 2025,4,11,BJP Tamil Nadu
92,News18 Tamil Nadu,மும்மொழிக் கொள்கை திணிப்பு திராவிடம் மீதான வெறுப்பைக் கண்டித்து பாஜகவில் இருந்து மாநில நிர்வாகி ரஞ்சனா விலகல்,Tue Feb 25 05:33:29 +0000 2025,288,1164,BJP Tamil Nadu
93,BJP Tamilnadu,அமைப்பு பருவம் 2024 மண்டல் தேர்தல் முடிவுகள் அறிவிப்பு நீலகிரி மாவட்டத்தில் மண்டல் தலைவர்களுக்கான தேர்தல் வெற்றிகரமாக நடத்தி முடிக்கப்பட்டுள்ளது தேர்ந்தெடுக்கப்பட்ட மண்டல் தலைவர்களின் விவரம் அறிவிக்கப்படுகிறது,Wed Feb 26 13:38:19 +0000 2025,15,44,BJP Tamil Nadu
94,Kavi,dei pathiyam theres no devolution methodology that gives fixed taxes tax devolution is one thing the other things is funds distribution like take khelo india tamil nadus debt to gdp ratio is better than most states ind india and almost all bjp ruled states except guj or maha,Sat Feb 22 12:18:30 +0000 2025,0,4,BJP Tamil Nadu
95,Abiᵀˢ 🦋,tamil nadu has to fucking come out of this godforsaken country to help protect our culture our language oru identity and our fucking sanity everyday bjp in central is a day towards our doom,Sun Feb 23 10:33:14 +0000 2025,0,2,BJP Tamil Nadu
96,अरुण कुमार सिंह,tamil nadu deserves a new direction annamalais leadership with bjp can bring the progress we need lets move ahead,Fri Feb 21 06:27:24 +0000 2025,90,106,BJP Tamil Nadu
97,பிரபாலன் 🎙️,since the states of kerala ap telangana karnataka and maharashtra was accepted hindi today tamil nadu is struggling bcz of the bjp torture the bjp is saying it clearly to capture a state their language must be destroyed dont you understand yet,Fri Feb 21 18:23:03 +0000 2025,0,2,BJP Tamil Nadu
98,ANI,chennai tamil nadu on her resignation from bjp over 3language policy under nep national education policy actor ranjana nachiyar says my reason for resignationour children they are not well versed even in tamil so why do you have to bother them with another,Tue Feb 25 12:06:13 +0000 2025,346,1675,BJP Tamil Nadu
99,News18 Tamil Nadu,மக்கள் தொகை அடிப்படையில் தொகுதிகளை பிரிப்பதால் எந்த மாநிலங்களுக்கும் பாதிப்பு ஏற்படாது பாஜக மூத்த தலைவர் தமிழிசை சௌந்தரராஜன்,Tue Feb 25 07:46:04 +0000 2025,18,75,BJP Tamil Nadu
100,Actor Vijay Team,thalapathy vijay slammed dmk and bjp over the hindi row calling it to be lkg ukg children fighting he also accused the two parties of misleading tamil nadu while pretending to oppose each other on social media vijay mocked the governments move to withhold funds from,Wed Feb 26 08:36:37 +0000 2025,67,183,BJP Tamil Nadu
101,Xpresso🖍️,bjp s next goal is to saffronise bengal tamil nadu kerala amp punjab,Fri Feb 21 13:57:15 +0000 2025,0,11,BJP Tamil Nadu
102,Dr. Subair Khan,delimitation should reflect progress not political manipulation tamil nadu wont stand for bjps attempts to weaken our representation,Tue Feb 25 11:39:51 +0000 2025,3,2,BJP Tamil Nadu
103,BJP Tamilnadu,தொகுதி மறுசீரமைப்பு குறித்து பொய்யான தகவல்களைப் பரப்பி வரும் முதல்வருக்கு சரியான பதிலடி கொடுத்தார் நமது தலைவர் திரு அவர்கள்,Wed Feb 26 01:01:09 +0000 2025,147,418,BJP Tamil Nadu
104,Narendra Modi,tamil nadu has a strong msme sector and we are proud of the spirit of enterprise the state is blessed with a bjp karyakarta asked me about the nda governments efforts for the sector heres what i said,Sun Jan 13 12:59:42 +0000 2019,1982,9740,BJP Tamil Nadu
105,Dr.Mei Porul Ph.D🎓,தரமான செய்கை is zero bjp mp from tamil nadu,Fri Feb 21 08:53:36 +0000 2025,1,3,BJP Tamil Nadu
106,Thoothukudi S.Joel,nep is centralizes education to push rss ideology imposes hindi through the backdoor and aims to destroy public education to favor private players tamil nadu rejects bjps onenation onebrainwashing policy ்கள்கல்விஎங்கள்உரிமை,Sat Feb 22 07:04:04 +0000 2025,54,77,BJP Tamil Nadu
107,IndiaToday,dmk cadres in tamil nadu blackened hindi signboards at railway stations and government offices in a protest against the threelanguage policy bjp leader k annamalai reacted strongly calling the dmk leaders confused nincompoops and questioning why they oppose the policy,Mon Feb 24 14:44:16 +0000 2025,6,17,BJP Tamil Nadu
108,Narendra Modi,a bjp karyakarta asked me about possible alliances in tamil nadu here is what i said,Fri Jan 11 03:21:18 +0000 2019,1548,7409,BJP Tamil Nadu
109,Ravikanth S 🇮🇳,dear ashwini vaishnaw stop the distraction rahul gandhi speaking hindi hindi imposition tamil nadus fight is against bjps forced hindi push not personal language choice instead of jabs answer this why is bjp forcing hindi in education amp recruitment why cut tamil,Thu Feb 27 20:20:19 +0000 2025,3,36,BJP Tamil Nadu
110,Tamil Nadu Congress Sevadal,bjps posttruth factory,Fri Feb 21 12:41:51 +0000 2025,1,2,BJP Tamil Nadu
111,BJP Tamilnadu,எத்திசையும் புகழ் மணக்க இருந்த பெரும் தமிழணங்கே,Fri Feb 21 06:51:40 +0000 2025,398,585,BJP Tamil Nadu
112,Ponguleti Sudhakar Reddy(Modi Ka Parivar),bjp tamilnadu state president shri annamalai ji has voiced the frustration of the people of tamil nadu who are fed up with the atrocities and negligence of the dmk government stands united to fight for justice amplifying the voices of common citizens especially,Fri Dec 27 07:48:47 +0000 2024,372,1290,BJP Tamil Nadu
113,Vivekanandhan s 🖤♥️,we strongly condemn the fascist bjpled union govts delimitations it unfairly favours northern states that support the bjp amp harms tamil nadus representation this is against the principles of fair political representation for wellperformed states,Tue Feb 25 12:21:42 +0000 2025,0,7,BJP Tamil Nadu
114,BJP Tamilnadu,படிப்பது இராமாயணம் இடிப்பது பெருமாள் கோவில் தலைவர்களின் இரட்டை வேடம் இன்று ஹிந்தி மொழியை அழித்துவிடுவதாக கருப்பு மையைக் கையிலெடுத்துள்ள கழக உடன்பிறப்புகள் அவர்களின் பிள்ளைகள் எங்கே படிக்கிறார்கள் எத்தனை மொழிகள் கற்கிறார்கள் என்ற உண்மையை வெளியிடத் தயாரா,Tue Feb 25 08:08:04 +0000 2025,205,362,BJP Tamil Nadu
115,IndiaToday,if the overall tally of the southern states is rising from 129 to 144 if the overall tally of tamil nadu is rising post delimitation from 39 to 41 on what ground is stalin playing the victim card asks bjp national spokesperson,Thu Feb 27 14:30:29 +0000 2025,5,24,BJP Tamil Nadu
116,News18,suddenly no more jitni aabadi utni haq this applies only to caste and not region says senior fellow ipcs pulla rao analyst tamil nadus power proportionately goes down,Wed Feb 26 13:53:48 +0000 2025,23,85,BJP Tamil Nadu
117,Viक़as,now times now etg survey is giving 26 seats for bjp in tamil nadu efforts of annamalai and all the karyakartas is reflecting in projections now am sure bjp is heading for double digit,Thu Apr 04 15:50:27 +0000 2024,213,1011,BJP Tamil Nadu
118,BJP Tamilnadu,மும்மொழி கொள்கை மூலம் அரசு பள்ளி மாணவர்களுக்கு கிடைக்க வேண்டிய கல்விச் சலுகைகளை அரசியல் லாபத்திற்காக தடுத்து நிறுத்தும் திமுக அரசுக்கு மக்களின் சவுக்கடி பதில்கள்,Fri Feb 21 14:10:13 +0000 2025,543,1137,BJP Tamil Nadu
119,D.Sabariselvan,சமூக நீதியை உண்மையில் காப்பது பாஜக தான் பாஜக கட்சி மட்டும் தான் திறமை மற்றும் உழைப்பை மதிக்கும் ாஜக கட்சியின் கட்டமைப்பு உலகில் எந்த கட்சியிலும் கிடையாது,Tue Feb 25 01:52:33 +0000 2025,73,252,BJP Tamil Nadu
1,Press Trust of India,video heres what congress leader vijay wadettiwar said on tamil nadu cm stalins remark on hindi language hindi language in the national language we see hindi as the language of the country other regional languages should also be respected cm stalin,Fri Feb 28 06:06:19 +0000 2025,0,0,Congress Tamil Nadu
2,Anshuman Sail Nehru,breaking india alliance gets finalized in tamil nadu and puducherry and congress will contest 9 seats in tamil nadu and 1 seat of puducherry india alliance will win 4040 seats in 2024 lok sabha elections,Sat Mar 09 14:18:07 +0000 2024,682,3496,Congress Tamil Nadu
3,Ashish Singh,big breaking telangana cm revanth orders telugu is now compulsory subject in school congress always respect regional language dont like bjp they doing tamil nadu congress means good governance,Wed Feb 26 05:31:14 +0000 2025,727,5276,Congress Tamil Nadu
4,Tamil Nadu Congress Committee,ஈரோடு கிழக்கு சட்டமன்ற முன்னாள் உறுப்பினரும் தமிழ்நாடு காங்கிரஸ் தகவல் தொழில்நுட்பம் மற்றும் சமுக ஊடகத்துறை முன்னாள் தலைவரும் தமிழ்நாடு காங்கிரஸ் முன்னாள் பொதுச் செயலாளருமான திரு திருமகன் ஈவெரா அவர்களின் பிறந்த நாளில் பெருமையுடன் நினைவுகூறுவோம்,Fri Feb 28 01:59:11 +0000 2025,7,18,Congress Tamil Nadu
5,Mr Sinha,gujarat holds the top spot for reducing the debttogsdp ratio punjab amp tamil nadu are at the bottom having significantly increased it over the past 10 years gujarat has been ruled by bjp punjab has been ruled by congress and aap tamil nadu has been ruled by dmkcongress,Thu Feb 13 11:01:47 +0000 2025,261,1148,Congress Tamil Nadu
6,Congress Kerala,nobody explained the objective of national education policy any better the hindi push has a definite purpose and tamil nadu is fighting it for the right reasons thank you for making it clear,Sat Feb 22 10:57:30 +0000 2025,1151,3443,Congress Tamil Nadu
7,Amock_,breaking news congress will change assam pcc chief congress will change himachal pcc chief congress will change tamil nadu pcc chief congress will change haryana pcc chief congress will change maharashtra pcc chief inc is also set to replace atleast 6 aicc in,Wed Feb 12 09:42:58 +0000 2025,297,1564,Congress Tamil Nadu
8,AII INDIA THIRUNAMOOL CONGRESS TAMIL NADU,tàmil nadu,Wed Feb 19 05:24:28 +0000 2025,0,0,Congress Tamil Nadu
9,AII INDIA THIRUNAMOOL CONGRESS TAMIL NADU,tàmil nadu,Wed Feb 19 05:24:59 +0000 2025,0,0,Congress Tamil Nadu
10,AII INDIA THIRUNAMOOL CONGRESS TAMIL NADU,aitc tamil nadu,Tue Feb 11 09:42:35 +0000 2025,0,0,Congress Tamil Nadu
11,Himanshu Bhatt,we need a regional radical party in uttarakhand just like dmk in tamil nadu no nonsense of bjp and congress now,Thu Feb 27 14:24:33 +0000 2025,12,34,Congress Tamil Nadu
12,Tamil Nadu Congress Committee,shame,Mon Feb 17 09:17:58 +0000 2025,48,79,Congress Tamil Nadu
13,Surbhi,breaking seat sharing between dmk and congress is finalised congress will contest on 9 seats in tamil nadu and 1 seat in puducherry we will win all 40 seats of tamil nadu kc venugopal,Sat Mar 09 14:14:24 +0000 2024,310,1620,Congress Tamil Nadu
14,Tamil Nadu Congress Committee,we are fighting for the idea of india,Tue Feb 18 07:14:18 +0000 2025,68,125,Congress Tamil Nadu
15,Kanimozhi (கனிமொழி),today i presented the book antiquity of iron recent radiometric dates from tamil nadu and a letter from our honble cm thiru to the leader of opposition amp congress leader thiru மக்களவை எதிர்க்கட்சித் தலைவர் மற்றும் காங்கிரஸ் தலைவருமான திரு,Thu Feb 06 12:40:53 +0000 2025,670,3024,Congress Tamil Nadu
16,Tamil Nadu Congress Committee,survival mode 100 crore indians struggle to make ends meet,Thu Feb 27 05:14:31 +0000 2025,12,17,Congress Tamil Nadu
17,Political Views,everyone is aware of the hatred being spread against hindi by tamil nadu politicians since congress came to power in karnataka there have been targeted attacks on hindi meanwhile telugu has found a place in the signboards of prayagraj varanasi amp ayodhya in uttar pradesh,Thu Feb 27 06:26:47 +0000 2025,10,56,Congress Tamil Nadu
19,Tamil Nadu Congress Sevadal,bjps posttruth factory,Fri Feb 21 12:41:51 +0000 2025,1,2,Congress Tamil Nadu
