Tweet_count,Username,Text,Created At,Retweets,Likes,Category
2,AIADMK IT WING - SayYesToWomenSafety&AIADMK,மக்களாட்சிக்கு மன்னர் ஆட்சிக்கும் உள்ள வேறுபாடு,Fri Feb 28 05:55:38 +0000 2025,29,49,AIADMK
3,Malathi A,்மா_சொல்அல்ல_செயல்,Mon Feb 24 05:40:53 +0000 2025,31,280,AIADMK
4,Gowri Sankar D - Say Yes to Women Safety&AIADMK,படம் சொல்லும் கத,Tue Feb 25 12:50:26 +0000 2025,55,180,AIADMK
5,Ramya Venugopal,இதயதெய்வம் மாளிகை is shining bright and buzzing with activity the ground is set our ranks are ready and the momentum is unstoppable 2026 is oursour enemies dont stand a chance ்பாடியார்,Sat Feb 22 11:21:56 +0000 2025,33,191,AIADMK
6,நாளை நமதே - SayYestoWomenSafety&Aiadmk,toilet cleaning greatest corruption of century gcc,Thu Feb 27 17:07:00 +0000 2025,5,9,AIADMK
7,Malathi A,இந்திய அரசியல் வியந்து பார்த்த மாபெரும் பெண்ஆளுமை ்மா_சொல்அல்ல_செயல்,Mon Feb 24 08:01:02 +0000 2025,32,221,AIADMK
8,AIADMK - - SayYesToWomenSafety&AIADMK,தலைமைக் கழக அறிவிப்பு,Sat Feb 22 07:28:06 +0000 2025,212,384,AIADMK
9,Dr.Ashifshafi - Say Yes To Women Safety & AIADMK,the ppl wholl telling admk is finished in tn politics for you ppl im writing out here winning and losing is permanent in politics as youll know let me ask you ppl where did dmk went on 197787 201121 they losses 20yrs in politics man admk is most dangerous than dmk,Thu Feb 27 05:50:01 +0000 2025,48,254,AIADMK
10,AIADMK Kanchipuram- SayYesToWomenSafety&AIADMK,உயிர் கட்சி உடல் ஆட்சி ்பாடியார்,Fri Feb 21 10:02:59 +0000 2025,148,816,AIADMK
11,SP Velumani - SayYEStoWomenSafety & AIADMK,மக்களாள் நான் மக்களுக்காகவே நான் என தவ வாழ்வு வாழ்ந்து எண்ணற்ற மக்கள் நலத்திட்டங்களை செயல்படுத்தி உலகத் தமிழர்களின் இதயங்களில் தெய்வமாய் குடி கொண்டிருக்கும் மாண்புமிகு இதய தெய்வம் புரட்சித் தலைவி அம்மா அவர்களின் 77வது பிறந்த நாளில் அவரின் பொற்பாதங்களை தொட்டு போற்றி,Mon Feb 24 03:07:48 +0000 2025,160,584,AIADMK
12,Saravanakumar(AsK) - SayYesToWomenSafety& AIADMK,தமிழ்நாட்டின் சட்டம் ஒழுங்கு சந்தி சிரிப்பதற்கும் அரசு இயந்திரங்கள் முடங்கிப் போய் கிடப்பதற்கு காரணம் இதுதான் இப்படி மாவட்ட ஆட்சித் தலைவரும் காவல் கண்காணிப்பாளரும் திமுக மாவட்ட செயலாளர் பேச்சை கேட்டதால் தான் கள்ளச்சாராயம் குடிச்சு கிட்டத்தட்ட 150 மேல செத்துப் போய்ட்டான்,Fri Feb 28 05:53:23 +0000 2025,4,6,AIADMK
13,NewsJ,புரட்சித்தலைவியின் 77 வது பிறந்த நாள்,Mon Feb 24 03:49:56 +0000 2025,36,148,AIADMK
14,AIADMK - - SayYesToWomenSafety&AIADMK,தமிழ் நாட்டில் நடைபெற்று வரும் பல்வேறு குற்றச் செயல்களை இரும்புக் கரம் கொண்டு ஒடுக்குவதற்குத் திராணியற்ற விடியா திமுக ஸ்டாலின் மாடல் அரசைக் கண்டித்தும் கழகத்தைச் சேர்ந்த திருக்கழுக்குன்றம் பேரூராட்சி செயலாளர் மீது தாக்குதல் நடத்தியவர்கள் மற்றும் இவற்றிற்குக் காரணமானவர்கள் மீது,Wed Feb 26 12:36:26 +0000 2025,250,383,AIADMK
15,V V Rajan Chellappa - SayYesToWomenSafety&AIADMK,திமுக அரசு நான்கு ஆண்டுகளில் மதுரையில் மெட்ரோ ரயில் மற்றும் டைட்டில் பார்க் அமைவதற்கு அடிப்படை பணியை கூட செய்யவில்லை,Fri Feb 28 05:50:27 +0000 2025,3,8,AIADMK
16,RAJAN KANNA - SayYesToWomenSafety&AIADMK,அவங்களோட இடத்துக்கே போய் சம்பவம் பண்ணும் துணிச்சலும் ஆண்மையும் ிமுக வுக்கு மட்டுமே உண்டு திமுகவின் முறைப்பும் விறைப்பும் உள்ளூரில் மட்டும்தான் உயிரைக் கொடுத்து ஹிந்தியை காத்த பொம்மை முதல்வரே,Tue Feb 25 06:46:54 +0000 2025,44,117,AIADMK
17,Ramya Venugopal,they can try threats pressure and intimidation but it wont work is not just a partyits a united army we stand strong we fight together and our service to the people of tamil nadu continues unshaken,Tue Feb 25 17:35:42 +0000 2025,19,113,AIADMK
18,Singai G Ramachandran,கோவையில் தனியார் கல்லூரியை சேர்ந்த 20 மாணவர்கள் இன்று நமது அஇஅதிமுக இயக்கத்தில் அவர்களாகவே முன்வந்து உறுப்பினராக தங்களை இணைத்துக் கொண்டனர் என்பதை மகிழ்ச்சியோடு தெரிவித்துக் கொள்கிறேன்,Sat Feb 22 10:05:58 +0000 2025,182,610,AIADMK
19,Gowri Sankar D - Say Yes to Women Safety&AIADMK,எது இந்தி எது இங்கிலீஷ் ன்னு கூட தெரியாத தற்குறிகளா இருக்கீங்களே டா கொத்தடிமைகளா அது சரி இப்படி இருக்குறதுனால தான திமுக கொத்தடிமையா இருக்கீங்க,Mon Feb 24 16:28:16 +0000 2025,169,364,AIADMK
20,Gowri Sankar D - Say Yes to Women Safety&AIADMK,திமுகவுக்கு ஓட்டு போட்டது தவறு என்பதை ஜமாத்துக்கள் உணர்ந்துள்ளன ிமுக_கேடு_தரும்,Thu Feb 27 03:14:17 +0000 2025,277,811,AIADMK
21,AK #AIADMK4TN ⚫⚪🔴,aiadmk is committed to protect the state rightspuratchi thalaivi amma passed tamilnadu state learning act in early 2006 which ensures tamil should be a mandatory subject in all schools in tamilnadu,Sun Feb 23 04:50:00 +0000 2025,44,93,AIADMK
22,DS Pradeep-SayYEStoWomenSafety&AIADMK,தலைமை கழக அறிவிப்பு அஇஅதிமுக பொதுக்கூட்டம் மற்றும் கட்சி சம்பந்தப்பட்ட நிகழ்ச்சிகளில் குறிப்பிட்டுள்ள விதிமுறைகள் படி நிர்வாகிகள் பேனர்கள் வடிவமைக்க வேண்டும்,Fri Feb 28 04:49:23 +0000 2025,1,11,AIADMK
23,Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK,மக்களால் மக்களுக்காக அர்ப்பணிக்கப்பட்ட தன் தவவாழ்வால் உலகெங்கும் வாழும் தமிழர்களின் உள்ளங்களில் எல்லாம் இன்றும் என்றும் குடியிருக்கும் உன்னதத் தாய் தமிழ்நாட்டு மக்கள் வாழ்வு வளம்பெறும் வகையிலான தனது மக்கள் நலத் திட்டங்களின் செயல்பாட்டால் மக்களால் அம்மா என்று அன்புடன்,Mon Feb 24 02:21:42 +0000 2025,713,1575,AIADMK
24,AIADMK IT WING - SayYesToWomenSafety&AIADMK,தமிழ்நாட்டில் இன்றைய நிலை,Thu Feb 27 11:32:06 +0000 2025,934,2058,AIADMK
25,AIADMK IT WING - SayYesToWomenSafety&AIADMK,பொழுது விடிந்து பொழுது போனால் தமிழ்நாடு முழுவதும் பெண் குழந்தைகளுக்கும் தாய்மார்களுக்கும் ஏன் காவல் பணியில் ஈடுபட்டிருக்கும் பெண்களுக்கும் கூட பாதுகாப்பற்ற நிலையும் பாலியல் வன்கொடுமைகளும் அரங்கேறிய வண்ணம் உள்ளன நான்கு திசைகளிலும் தினந்தோறும் கள்ளச் சாராயம் போதைப் பொருள்,Wed Feb 26 07:59:25 +0000 2025,245,328,AIADMK
26,Fatima Shahul Hameed - SayYesToWomenSafety&AIADMK,ுற்றவாளிகள்கூடாரம்_திமுக பொய் பேசுவதில் வல்லவர் மக்களை எப்படி எல்லாம் ஏமாற்றலாம் என்று புதுப்புது டெக்னிக்கை ரூம் போட்டு யோசிப்பவர் வாக்களிக்கும் மக்களை வெறும் வாக்கு சீட்டுகளாக மட்டுமே எண்ணுபவர் ஆட்சி அதிகாரத்தில் அமர்வதற்கு என்ன வேண்டுமானாலும் செய்பவர் எதை,Fri Feb 28 02:31:18 +0000 2025,18,32,AIADMK
27,வி.வி.கே SayYesToWomenSafety&AIADMK,2k kids இவரை insta ல பங்கம் பண்றாங்க,Fri Feb 28 05:21:12 +0000 2025,1,9,AIADMK
28,AIADMK ITWING_TVL-SayYEStoWomenSafety&AIADMK,கோரனா பேரிடரில் நாட்டை காத்த மருத்துவரே எங்கள் அண்ணனே வருக வருக,Fri Feb 28 01:44:25 +0000 2025,4,22,AIADMK
29,மின்னல்⚡முரளி SayYEStoSafety&AIADMK,எடப்பாடியார் vs திமுக எடப்பாடியார் vs பாஜக எடப்பாடியார் vs ஓபிஸ் துரோகி எடப்பாடியார் vs டிடிவி எடப்பாடியார் vs தமிழக ஊடகம் எடப்பாடியார் vs பத்திரிக்கையாளர்கள் இதுபோன்ற பல பேர்கள் இவரை எதிர்த்த போதிலும் எதற்க்கும் அஞ்சாமல் துனிவாக விடாமுயற்சியுடன் உழைக்கும் ஐயா ்பாடியார்,Fri Feb 28 02:39:14 +0000 2025,1,4,AIADMK
30,Saravanakumar(AsK) - SayYesToWomenSafety& AIADMK,பலே ஆளுயா நீர் தினமும் ஊழல்கொலைகொள்ளை கள்ளச்சாராயம் போதை பொருள் புழக்கம் பாலியல் துன்புறுத்தல்னு தமிழ்நாடே நாசமாகி இருக்கு அதையெல்லாம் மறச்சிட்டு இங்கே வந்து தமிழைக் காப்போம்னு எலெக்சன்காக உருடிக்கிட்டு இருக்கிற,Fri Feb 28 03:46:27 +0000 2025,7,16,AIADMK
31,Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK,மொழி மற்றும் கலாச்சாரப் பன்முகத்தன்மையைப் பறைசாற்றும் உலகத் தாய்மொழி நாளான இன்று நம் தாய்நிகர் ிழ் மொழியைப் போற்றி வணங்குவதுடன் எல்லா மொழிகளுக்கும் எம்மொழி பேசும் மக்களின் உணர்வுகளுக்கும் சமத்துவப் போக்குடன் எப்போதும் மதிப்பளித்து அதே சமயம் எம்மொழியை நம்மீது எவர்,Fri Feb 21 05:27:50 +0000 2025,738,1607,AIADMK
32,Senthil Kumar. S - SayYesToWomenSafety&AIADMK,விளம்பர நாடக போலி அப்பா 6 ஆம் வகுப்பு படிக்கும் சிறுமிக்கு என்ன வயது இருக்கும் பெண்களுக்கும் சிறுமிக்ளுக்கும் தமிழ்நாட்டில் எந்த ஒரு ஆட்சியிலும் இவ்வளவு மோசமான சூழல் வந்ததில்லை இந்த ஆட்சியை இப்படியே விட்டோம் என்றால் தமிழ்நாடும் வட மாநிலங்கள் போல் மாறிவிடும்,Fri Feb 28 04:01:44 +0000 2025,2,9,AIADMK
33,Ponneri.JK - SayYEStoWomenSafety & AIADMK,நன்றி நன்றி நன்றி m ஜெயகிருஷ்ணன் என்னும் நான் இன்று முதல் திருவள்ளூர் வடக்கு மாவட்டம் தகவல் தொழில்நுட்ப பிரிவு இணை செயலாளராக கழகத்துக்கு பணியாற்றுவேன் என்று உறுதி அளிக்கிறேன் என்னை நியமனம் செய்த கழக பொது செயலாளர் சட்டமன்ற எதிர் கட்சி தலைவர் முன்னாள்,Thu Feb 27 12:30:33 +0000 2025,9,54,AIADMK
34,வி.வி.கே SayYesToWomenSafety&AIADMK,எதிர்க்கட்சியாய் இருக்கும்போது கருப்பு பலூன் ஆளுங்கட்டியா இருக்கும்போது வெள்ளை குடை,Wed Feb 26 12:17:52 +0000 2025,68,285,AIADMK
35,Ravi - SayYesToWomenSafety&AIADMK,இது தான் நீங்க சொன்ன நல்லாட்சியா தமிழக மக்களுக்கு தான் பாதுகாப்பு இல்லை என்று பார்த்தால் ஆட்சியருக்கு கூட பாதுகாப்பில்லையா,Fri Feb 28 05:03:13 +0000 2025,1,2,AIADMK
36,AIADMK IT WING - SayYesToWomenSafety&AIADMK,அனைத்திந்திய அண்ணா திராவிட முன்னேற்ற கழகத்தைச் சேர்ந்த திருக்கழுக்குன்றம் பேரூராட்சி செயலாளர் தினேஷ் மீது தாக்குதல் நடத்தியவர்கள் மீதும் அதற்கு காரணமானவர்கள் மீது சட்ட ரீதியான நடவடிக்கை எடுக்க வலியுறுத்தியும் செங்கல்பட்டு கிழக்கு மாவட்டக் கழகத்தின் சார்பில் இன்று மாபெரும்,Thu Feb 27 06:35:50 +0000 2025,271,383,AIADMK
37,இந்திராணி சுடலைமுத்து #SayYesToWomenSafety&AIADMK,வீட்டுக்கு வெளியே பொழப்புக்கு நிற்கும் காவலாளி லோடு வேன் ஓட்டும் பாமர மக்களிடம் வீரத்தை காட்டும் காவல் துறை திமுக மாவட்ட பொறுப்பாளரிடம் கை கட்டி சேவகம் செய்கிறதா ஆட்சியரை மிரட்டும் திமுக மாவட்ட பொறுப்பாளர்,Fri Feb 28 03:30:31 +0000 2025,54,137,AIADMK
38,Sri - Say No To Drugs And Dmk,ஒற்றைப் பெண்மணியாக கருணாநிதியையும் திமுகவையும் ஓடவிட்டவர் புரட்சித்தலைவி அம்மா அவர்கள்,Fri Feb 28 03:04:47 +0000 2025,1,11,AIADMK
39,Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK,நாடு முழுவதிலும் விரதம் இருந்து இரவு கண் விழித்து சிவபெருமானை வழிபடும் அனைத்து மக்களுக்கும் மகா சிவராத்திரி தின நல்வாழ்த்துக்களை தெரிவிப்பதோடுசிறப்பு வாய்ந்த இந்நன்னாளில் அனைவருக்கும் நல்வழி பிறந்துவெற்றிகள் நம் வசமாகி எல்லோர்க்கும் எல்லா வளமும் பெற்று சிறக்க சிவபெருமானை,Wed Feb 26 13:22:46 +0000 2025,574,1820,AIADMK
40,Gowri Sankar D - Say Yes to Women Safety&AIADMK,இந்த பாசிச திமுக ஸ்டாலின் அரசுக்கு வாக்களித்தற்க்காக வருத்தபட்டு மக்கள் தவறை உணர்ந்து ்பாடியார் அழைக்கிறார்கள்,Fri Feb 21 05:22:01 +0000 2025,135,392,AIADMK
41,AIADMK IT WING - SayYesToWomenSafety&AIADMK,எங்களை ஏமாற்றினால் 2026ல் திமுக ஏமாறும் கொடுத்த வாக்குறுதியை நிறைவேற்றாத ஒரு முதல்வர் இருக்கிறார் என்றால் அது இந்தியாவிலேயே முகஸ்டாலின் மட்டும் தான் ஜாக்டோ ஜியோ அமைப்பினர்,Tue Feb 25 08:36:29 +0000 2025,409,775,AIADMK
42,இந்திராணி சுடலைமுத்து #SayYesToWomenSafety&AIADMK,அண்ணன்,Fri Feb 28 05:39:38 +0000 2025,2,10,AIADMK
43,AIADMK Student Wing - அஇஅதிமுக மாணவரணி,கரூரில் பள்ளி மாணவி கழுத்தறுக்கப்பட்டுள்ளார் கிருஷ்ணகிரி கோவை சேலம் சென்னை கன்னியாகுமரி சிவகங்கை புதுக்கோட்டை என பல மாவட்டங்களில் மாணவிகள் பாலியல் வன்கொடுமைக்கு ஆளாக்கப்பட்டு வருகின்றனர் பொற்காலம் அப்பா என்றெல்லாம் மாற்றி மாற்றி பாராட்டுப் பத்திரம் வாசிக்க வெட்கமாக,Mon Feb 24 11:12:18 +0000 2025,112,176,AIADMK
44,AIADMK IT WING - SayYesToWomenSafety&AIADMK,ஆட்சியர் உட்பட மொத்த மாவட்ட நிர்வாகத்திற்கும் மிரட்டல் விட்ட திமுக தர்மபுரி கிழக்கு மாவட்ட பொறுப்பாளர் தர்மசெல்வன் இந்த ஒலிப்பதிவு உண்மையா அப்படி உண்மையாக இருந்தால் இதுதான் ஸ்டாலின் மாடல் ஆட்சியா அதிகாரிகளை மிரட்டி மக்களை வஞ்சித்து ஜனநாயகத்தை குழிதோண்டி புதைத்து,Fri Feb 28 05:07:06 +0000 2025,108,179,AIADMK
45,𝗞.𝗠 𝗚𝗼𝗽𝗶 - SayYEStoWomenSafety&AIADMK,நரி ஊளை விட்டுருச்சு 2026ல் சக்சஸ்அஇஅதிமுக வெற்றி உறுதி,Thu Feb 27 17:38:57 +0000 2025,6,12,AIADMK
46,News7 Tamil,மறைந்த முன்னாள் முதலமைச்சர் ஜெயலலிதா பிறந்தநாள்,Mon Feb 24 02:05:49 +0000 2025,41,173,AIADMK
47,DT Next,12 actor rajinikanth paid floral tribute to the portrait of former cm j jayalalithaa on her 77th birth anniversary at her poes garden residence,Mon Feb 24 06:49:11 +0000 2025,53,146,AIADMK
48,செந்தூரான் SayYesToWomenSafety & AIADMK,ார்_அந்த_sir 2026 ஜுன் மாதம் தமிழ்நாடு முழுமைக்கும் தெரியும் பாலியல் குற்றவாளி ஞானசேகரனோடு யார் அந்த சார் அங்கே ஒன்னா உணவருந்தும் நிலை வரும் பேராசிரியர் கல்யாண சுந்தரம்,Thu Feb 27 10:15:50 +0000 2025,65,217,AIADMK
49,Dr.Ashifshafi - Say Yes To Women Safety & AIADMK,எது சிறந்த தலைமை 1திமுகதான் அப்பாவால் கட்சியில் தலைவர் 2தவெகசினிமாவில் உச்சத்தில் இருக்கும் ஒரு நடிகர் 3பாஜககட்சியில் சேர்ந்த 6 மாதத்தில் மாநில தலைவர் 4காங்கிரஸ் மாற்று கட்சியில் வந்தவர் மாநில தலைவர் அப்போ எந்த கட்சியில் தொண்டர் தலைமைக்கு வருவார் அதிமுகவில்,Wed Feb 26 04:13:30 +0000 2025,51,206,AIADMK
50,Malathi A,மக்கள் மனதில் என்றும் அதிமுக 2026 ல் ்பாடியார் ஆட்சி,Wed Feb 26 10:10:45 +0000 2025,67,385,AIADMK
51,தர்சினிSayYesToWomenSafety&AIADMK,கொத்தடிமை டீ கடைகாரருக்கு வேணா கண்ணு தெரியாம இருக்கலாம் மக்களுக்கு இது யாரென்று மண்ட மேல இருக்கிற கொண்டை சொல்லுதே,Sun Feb 23 15:00:27 +0000 2025,11,18,AIADMK
52,Malathi A,2026ல் வெல்வோம் நல்லாட்சி அமைப்போம் எடப்பாடியார்,Fri Feb 28 03:34:49 +0000 2025,7,39,AIADMK
53,RAJAN KANNA - SayYesToWomenSafety&AIADMK,தமிழகத்தில் மீண்டும் வரும் ஹைட்ரோ கார்பன் திட்டம் தூத்துக்குடி ராமநாதபுரம் மாவட்ட மன்னார் வடைகுடா கடல் பகுதிகளில் ஹைட்ரோ கார்பன் திட்டத்திற்கு டெண்டர் வெளியிடும் மத்திய அரசு அதை வழக்கம் போல் வேடிக்கை பார்க்கும் ொம்மை_மாடல் விடியா அரசு,Fri Feb 28 03:26:08 +0000 2025,2,3,AIADMK
54,Dr C Vijayabaskar - SayYesToWomenSafety & AIADMK,ஆசியக் கண்டத்தின் தன்னிகரற்ற தலைவி அன்றலர்ந்த ஆம்பல் போல் அன்பு முகம் ஒப்பற்ற இயக்கத்தின் உயிர் நாடி பகைவரும் அண்ணாந்து நோக்கிய பேராளுமை கனிவு கொண்ட அனைத்து உயிர்களாலும் கொண்டாடப்பட்ட ்மா கழகத்தின் கடைக்கோடி தொண்டனின் இதயங்களில் காவியமான உயிரோவியத்தின்,Mon Feb 24 04:35:20 +0000 2025,144,415,AIADMK
55,Navaneethakannan R-Say Yes To Women Safety &AIADMK,திருமோடி அவர்கள் amp திருஅமித்ஷா அவர்களின் அரசியல் தந்திரங்கள் முன்னால் தாக்கு பிடிக்க முடியாமல் திணறும் அகில இந்திய கட்சி காங்கிரஸ் அங்கிருந்து ஓங்கி ஓர் குரல் எடப்பாடியார் மட்டும் இல்லைன்னா அதிமுகவை என்றைக்கோ பிஜேபி விழுங்கிய இருக்கும் என்று எடப்பாடியார்,Fri Feb 28 01:55:01 +0000 2025,3,11,AIADMK
56,செந்தூரான் SayYesToWomenSafety & AIADMK,வரிசையா வந்து 2011 ஞாபகப் படுத்துறானுங்க ோழை_ஸ்டாலின்,Thu Feb 27 18:13:52 +0000 2025,5,15,AIADMK
57,Dhanabal Arumugam - SayYesToWomenSafety & AIADMK,தெருவில் கஞ்சா அடிச்சிட்டு அட்டூழியம் செய்து கொண்டிருந்தவர்களைத் தட்டிக்கேட்ட அண்ணாதிமுக பேரூராட்சி செயலாளர் உள்ளிட்ட மூன்று பேரை அரிவாளால் வெட்டியிருக்கிறார்கள் ரவுடிக்கும்பல் இதை எதிர்த்து அண்ணாதிமுக போராட்டம் அறிவித்தது போராட்டம் தொடங்குவதற்கு முன்பாகவே அண்ணாதிமுக,Thu Feb 27 13:04:40 +0000 2025,96,188,AIADMK
58,A VijayArun - SayYesToWomenSafety&AIADMK,திமுக தனது வில் பழைய ஓய்வூதிய திட்டத்தை அமல்படுத்தப்படும் என்று வாக்குறுதி கொடுத்தது அதற்கான பலனை இன்று அனுபவிக்கிறீர்கள் மூத்த பத்திரிக்கையாளர் மணி,Wed Feb 26 10:58:31 +0000 2025,60,179,AIADMK
59,இந்திராணி சுடலைமுத்து #SayYesToWomenSafety&AIADMK,யாராவது தப்பி தவறி கருணாநிதி ஆட்சியை தருவேன்னு சொல்லுறாங்க அவன் புள்ள ஸ்டாலின் கூட எங்கப்பன் கருணாநிதி ஆட்சினு சொல்லுறது இல்ல ஸ்டாலினுக்கே பிடிக்காத ஆட்சி கருணாநிதி என்றால் இப்போ அதை விட மோசமாக உள்ள ஆட்சி அட்ட கத்தி ஆட்சி,Fri Feb 21 04:53:46 +0000 2025,141,414,AIADMK
60,A VijayArun - SayYesToWomenSafety&AIADMK,துரோகி ops யை கிழித்து எறிந்த,Thu Feb 27 07:02:08 +0000 2025,89,268,AIADMK
61,Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK,திருக்கழுக்குன்றம் பேரூராட்சிக் கழகச் செயலாளர் திரு தினேஷ்குமார் அவர்கள் தாக்கபட்டதைக் கண்டித்து எனது அறிவுறுத்தலின்படி இன்று 27072025 செங்கல்பட்டு கிழக்கு மாவட்டக் கழகத்தின் சார்பில் மாபெரும் கண்டன ஆர்ப்பாட்டம் நடைபெறவிருந்த நிலையில் போராட்டத்திற்கு தலைமை தாங்கவிருந்த கழக,Thu Feb 27 07:04:06 +0000 2025,375,676,AIADMK
62,Manapparai Prakash - SayYesToWomenSafety&AIADMK,எம் இதய தலைவன் mgr அம்மாவின் ஆன்மாவும் தேர்ந்தெடுத்த தலைவன் தான் எம் மூன்றாம் இதய தலைவன் ops ttv sasikala bjp யை ஒதுக்கி வைத்ததிற்கு காலம் பதில் சொல்லிகொண்டே இருக்கிறது 2026 இல் வெல்வது உறுதி,Fri Feb 28 01:17:49 +0000 2025,50,144,AIADMK
63,நாளை நமதே - SayYestoWomenSafety&Aiadmk,தமிழ்நாட்டில் மீண்டும் மரண ஓலங்கள் விடியா ஆட்சியின் தொடர்கதையா,Thu Feb 27 13:36:46 +0000 2025,7,11,AIADMK
64,Kovai Sathyan,i have been saying this for ages its the dmk which decides the debate topics and who should be the participants from aiadmk in the debate panel on regional media its been a year since i released the proof on the same,Fri Feb 21 06:03:57 +0000 2025,94,212,AIADMK
65,Dr.Ashifshafi - Say Yes To Women Safety & AIADMK,எடப்பாடியார் vs திமுக எடப்பாடியார் vs பாஜக எடப்பாடியார் vs ஓபிஸ் துரோகி எடப்பாடியார் vs டிடிவி எடப்பாடியார் vs தமிழக ஊடகம் எடப்பாடியார் vs பத்திரிக்கையாளர்கள் இதுபோன்ற பல பேர்கள் இவரை எதிர்த்த போதிலும் எதற்க்கும் அஞ்சாமல் துனிவாக விடாமுயற்சியுடன் உழைக்கும் எடப்பாடியாரே,Tue Feb 25 16:17:03 +0000 2025,171,680,AIADMK
66,KKN - Say YES to Women Safety Say YES to AIADMK,39 எம்பிக்களை வைத்துக்கொண்டு ஒரு முறை கூட நாடாளுமன்றத்தை முடக்கி தமிழ்நாட்டிற்கு வர வேண்டிய நிதியை பெற முடியாமல் வீட்டு வரி மின்சார கட்டணத்தை உயர்த்திய ஸ்டாலினா கொரானோ பாதிப்பு உச்சத்தில் இருந்தாலும் மக்களுக்கு எந்த புதிய வரியையும் விதிக்காமல் கடும்,Wed Feb 26 04:33:49 +0000 2025,18,31,AIADMK
67,AIADMK - - SayYesToWomenSafety&AIADMK,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழக அரசு காலம் காலமாக மருத்துவத் துறையில் செய்திட்ட சாதனைகளுக்கு ஸ்டிக்கர் ஒட்டிய விடியா திமுகவின் பொம்மை முதலமைச்சர் திரு ஸ்டாலினுக்கு கண்டனம் மாண்புமிகு முன்னாள் அமைச்சர் திரு அவர்களின் அறிக்கை,Thu Feb 27 14:56:56 +0000 2025,190,326,AIADMK
68,Dhanabal Arumugam - SayYesToWomenSafety & AIADMK,நெஞ்சைக் குளிர்வித்திருக்கிறது தஞ்சை மாவட்டக் கழகம் அம்மா பிறந்தநாள் விழாக் கூட்டம் அசத்தல்,Thu Feb 27 16:56:05 +0000 2025,88,297,AIADMK
69,SP Velumani - SayYEStoWomenSafety & AIADMK,மாண்புமிகு புரட்சித்தலைவி ்மா அவர்களின் 77வது பிறந்த தினத்தை முன்னிட்டு மாண்புமிகு எதிர்க்கட்சித் தலைவர் கழக பொதுச்செயலாளர் புரட்சித்தமிழர் அண்ணன் திரு ்பாடியார் அவர்களின் ஆணைக்கிணங்க ோவை புறநகர் தெற்கு மாவட்டம் தொண்டாமுத்தூர் சட்டமன்றத் தொகுதி,Wed Feb 26 05:33:29 +0000 2025,97,316,AIADMK
70,இந்திராணி சுடலைமுத்து #SayYesToWomenSafety&AIADMK,அடுத்து திமுககாரன் வீட்டுல இருக்கிற காருக்கும் நம்ம கிட்ட வரி கேப்பாங்க போல குப்பை அரசு,Thu Feb 27 15:23:07 +0000 2025,11,34,AIADMK
72,Ravi - SayYesToWomenSafety&AIADMK,பெருங்களத்தூர் மேம்பாலத்தில் எழுதப்பட்டுள்ள வாசகத்தில் எழுத்துப்பிழை were seat belt அல்ல wear seat belt விரைந்து திருத்திடுமாறு கேட்டுக்கொள்கின்றோம்,Tue Feb 25 04:01:34 +0000 2025,22,52,AIADMK
73,Dhanabal Arumugam - SayYesToWomenSafety & AIADMK,நான் மோடியின் பக்தனுங்க ops மோடி பக்தனுக்கு லேடி கட்சில என்னடா வேலை eps,Wed Feb 26 02:52:57 +0000 2025,113,444,AIADMK
74,Dhanabal Arumugam - SayYesToWomenSafety & AIADMK,மரக்காணம் 30 மரணம் கள்ளக்குறிச்சி 68 மரணம் இன்னிக்கு வந்த செய்தி இப்பயும் கள்ளச்சாராயம் வித்துகிட்டு தான் இருந்திருக்கானுக டேய்ய்ய் ்குறி_தகப்பா இருக்கியா இல்லியாடா,Thu Feb 27 12:20:26 +0000 2025,53,127,AIADMK
75,M.R.Vijayabhaskar-SayYesToWomenSafety&AIADMK,நம் கரூர் மாவட்டத்தில் பாலியல் வன்கொடுமைக்கு உள்ளாகி மாணவி ஒருவர் கழுத்து அறுக்கப்பட்டு ஆபத்தான நிலையில் உள்ளதாக செய்தி வெளிவந்த நிலையில் அதனை அவசர கதியில் மறுத்து செயின் பறிப்பு என சினிமா திரைக்கதையையே மிஞ்சும் வகையில் ஒரு கதையை கூறி அவசர அறிக்கை வெளியிட்டது கரூர் மாவட்ட காவல்,Mon Feb 24 15:34:16 +0000 2025,155,281,AIADMK
76,AIADMK IT WING - SayYesToWomenSafety&AIADMK,போராட்டம் என்றாலே அஞ்சி நடுங்கும் ஸ்டாலின் பொதுவெளியில் மது அருந்தியதை தட்டி கேட்ட திருக்கழுக்குன்றம் அஇஅதிமுக பேரூர் கழக செயலாளர் தினேஷ் குமாரை கொடூரமாக கத்தியால் வெட்டிய சம்பவத்திற்கு நீதி கேட்டு போராட்டம் நடத்த முற்பட்ட முன்னாள் அமைச்சர் சட்டமன்ற உறுப்பினர்,Thu Feb 27 06:51:50 +0000 2025,279,443,AIADMK
